Name,Database link,Rating,Votes,Company external link
Aresmas,http://www.trabajobasura.info/directorio/aresmas.html,5.0,2.0,http://www.aresmas.com
Artepack,http://www.trabajobasura.info/directorio/artepack.html,2.5,2.0,http://www.artepack.net
Artvisual,http://www.trabajobasura.info/directorio/artvisual.html,5.0,2.0,http://www.artvisual.net
Aspa consultores,http://www.trabajobasura.info/directorio/aspa_consultores.html,3.55,2.0,http://www.aspaconsultores.com
Asseco,http://www.trabajobasura.info/directorio/asseco.html,3.25,2.0,http://asseco.com/es/
Automatismes Electronics i Control SL,http://www.trabajobasura.info/directorio/automatismes_electronics_i_control_sl.html,5.0,2.0,http://www.autec.es
Balidea,http://www.trabajobasura.info/directorio/balidea.html,4.35,2.0,http://www.balidea.com
Befesa,http://www.trabajobasura.info/directorio/befesa.html,3.5,2.0,http://www.befesaagua.es
Behappy2,http://www.trabajobasura.info/directorio/behappy2.html,3.8,2.0,http://www.behappy2.com
Better Consultants,http://www.trabajobasura.info/directorio/better_consultants.html,4.32,2.0,http://www.betterconsultants.es
Biblioteca IE,http://www.trabajobasura.info/directorio/biblioteca_ie.html,3.8,2.0,http://library.ie.edu
Bravo Solution,http://www.trabajobasura.info/directorio/bravo_solution.html,4.2,2.0,http://www.bravosolution.com
Builder Informatica,http://www.trabajobasura.info/directorio/builder_informatica.html,4.0,2.0,http://www.builder-inf.com
Calculo SA,http://www.trabajobasura.info/directorio/calculo_sa.html,2.5,2.0,http://www.calculo-sa.es
Canaliza software,http://www.trabajobasura.info/directorio/canaliza_software.html,5.0,2.0,http://www.canalizasoft.com/
Candelsa,http://www.trabajobasura.info/directorio/candelsa.html,5.0,2.0,http://www.candelsa.com
Cartera Informatica,http://www.trabajobasura.info/directorio/cartera_informatica.html,4.1,2.0,
Ccnt,http://www.trabajobasura.info/directorio/ccnt.html,3.3,2.0,http://www.ccnt-spain.com
Ceromat,http://www.trabajobasura.info/directorio/ceromat.html,4.3,2.0,http://www.ceromat.com
Ceteca,http://www.trabajobasura.info/directorio/ceteca.html,4.3,2.0,http://www.ceteca.es
CICE,http://www.trabajobasura.info/directorio/cice.html,3.8,2.0,http://www.cice.es
Codeoscopic,http://www.trabajobasura.info/directorio/codeoscopic.html,5.0,2.0,http://www.codeoscopic.com
Comeralia,http://www.trabajobasura.info/directorio/comeralia.html,6.45,2.0,http://www.comeralia.com
Common MS,http://www.trabajobasura.info/directorio/common_ms.html,4.25,2.0,http://www.commonms.com
Comparex,http://www.trabajobasura.info/directorio/comparex.html,5.0,2.0,http://www.comparex.es
Complejo Creativo,http://www.trabajobasura.info/directorio/complejo_creativo.html,4.75,2.0,http://www.complejocreativo.com
Compusof SA,http://www.trabajobasura.info/directorio/compusof_sa.html,5.0,2.0,http://www.compusof.com
Computer Space,http://www.trabajobasura.info/directorio/computer_space.html,5.0,2.0,http://www.computerspace.es
Compuware,http://www.trabajobasura.info/directorio/compuware.html,5.0,2.0,http://www.compuware.com
Conecta tecnologia y gestion,http://www.trabajobasura.info/directorio/conecta_tecnologia_y_gestion.html,4.55,2.0,http://www.conecta.es
conmasfuturo,http://www.trabajobasura.info/directorio/conmasfuturo.html,5.0,2.0,http://www.conmasfuturo.es/
Cytsa,http://www.trabajobasura.info/directorio/cytsa.html,4.45,2.0,http://www.cytsa.com
Deneb Latinoamericana,http://www.trabajobasura.info/directorio/deneb_latinoamericana.html,4.1,2.0,http://www.deneb.biz
Deusto Enterprise Services,http://www.trabajobasura.info/directorio/deusto_enterprise_services.html,5.0,2.0,http://www.deustosistemas.net
deyde calidad de datos,http://www.trabajobasura.info/directorio/deyde_calidad_de_datos.html,6.03,2.0,http://www.deyde.es
DGIT Mapfre,http://www.trabajobasura.info/directorio/dgit_mapfre.html,5.0,2.0,http://www.mapfre.es
Dharma Ingenieria,http://www.trabajobasura.info/directorio/dharma_ingenieria.html,2.67,2.0,http://www.dharmasigi.com
Dimension Data,http://www.trabajobasura.info/directorio/dimension_data.html,6.3,2.0,http://www.dimensiondata.com/rgn/es/Pages/Home.aspx
Distrito K,http://www.trabajobasura.info/directorio/distrito_k.html,5.0,2.0,http://www.distritok.com
DocPath,http://www.trabajobasura.info/directorio/docpath.html,3.5,2.0,http://www.docpath.com
Doctor Clic,http://www.trabajobasura.info/directorio/doctor_clic.html,2.8,2.0,http://www.doctorclic.es
Dreissig Linx,http://www.trabajobasura.info/directorio/dreissig_linx.html,1.67,2.0,http://www.dreissig.es
Ecna Informatica,http://www.trabajobasura.info/directorio/ecna_informatica.html,2.83,2.0,http://www.ecna.es
EDB,http://www.trabajobasura.info/directorio/edb.html,5.0,2.0,http://www.edb.es
eDreams,http://www.trabajobasura.info/directorio/edreams.html,5.4,2.0,http://www.edreams.es
EIM,http://www.trabajobasura.info/directorio/eim.html,2.5,2.0,http://www.4eim.com
Elpa Gestion,http://www.trabajobasura.info/directorio/elpa_gestion.html,3.95,2.0,http://www.elpagestion.com
emovilia,http://www.trabajobasura.info/directorio/emovilia.html,4.2,2.0,http://www.emovilia.com
Eptron,http://www.trabajobasura.info/directorio/eptron.html,5.0,2.0,http://www.eptron.es
Ernst and Young,http://www.trabajobasura.info/directorio/ernst_and_young.html,2.5,2.0,http://www.ey.com/es
Excelium Consulting,http://www.trabajobasura.info/directorio/excelium_consulting.html,5.0,2.0,http://www.excelium.net
Exportec Informatica SA,http://www.trabajobasura.info/directorio/exportec_informatica_sa.html,4.35,2.0,http://www.exportec.es
Factoryweb,http://www.trabajobasura.info/directorio/factoryweb.html,3.73,2.0,http://www.factoryweb.es
Globaltest,http://www.trabajobasura.info/directorio/globaltest.html,4.7,2.0,http://www.global-test.es
gold creek,http://www.trabajobasura.info/directorio/gold_creek.html,5.0,2.0,http://www.goldcreek.es
Graphic Management Technologies,http://www.trabajobasura.info/directorio/graphic_management_technologies.html,5.0,2.0,http://www.graphicmt.com
GRS spain,http://www.trabajobasura.info/directorio/grs_spain.html,5.0,2.0,
Grupo AMS,http://www.trabajobasura.info/directorio/grupo_ams.html,3.0,2.0,http://www.grupoams.es
grupo Comex,http://www.trabajobasura.info/directorio/grupo_comex.html,5.0,2.0,http://www.grupocomex.com
Grupo CT,http://www.trabajobasura.info/directorio/grupo_ct.html,5.0,2.0,http://www.ctgrupo.com
Grupo Intermark,http://www.trabajobasura.info/directorio/grupo_intermark.html,5.33,2.0,http://www.grupointermark.com
Grupo IUD,http://www.trabajobasura.info/directorio/grupo_iud.html,7.5,2.0,http://www.grupoiud.com
Grupo Serem,http://www.trabajobasura.info/directorio/grupo_serem.html,2.5,2.0,
Grupoonetec,http://www.trabajobasura.info/directorio/grupoonetec.html,5.0,2.0,http://www.grupoonetec.com
GTP Museum Solutions,http://www.trabajobasura.info/directorio/gtp_museum_solutions.html,3.9,2.0,http://www.gtp.es
Guadaltel,http://www.trabajobasura.info/directorio/guadaltel.html,4.53,2.0,http://www.guadaltel.com
Havas Media Sports and Entertainment,http://www.trabajobasura.info/directorio/havas_media_sports_and_entertainment.html,3.7,2.0,http://www.havaspr.es/
Hispasec Sistemas,http://www.trabajobasura.info/directorio/hispasec_sistemas.html,5.0,2.0,http://www.hispasec.com
Hits mobile,http://www.trabajobasura.info/directorio/hits_mobile.html,5.0,2.0,http://www.hitsmobile.es
Hound Line,http://www.trabajobasura.info/directorio/hound_line.html,5.0,2.0,http://www.houndline.com
hyla iberica,http://www.trabajobasura.info/directorio/hyla_iberica.html,5.0,2.0,http://www.hylaiberica.com
I3E,http://www.trabajobasura.info/directorio/i3e.html,5.0,2.0,http://www.i3einformatica.com
iA Soft,http://www.trabajobasura.info/directorio/ia_soft.html,5.0,2.0,http://www.iasoft.es
Ica,http://www.trabajobasura.info/directorio/ica.html,5.0,2.0,http://www.icaformacion.com
ILOG,http://www.trabajobasura.info/directorio/ilog.html,5.0,2.0,http://www.ilog.com
Implemental Systems,http://www.trabajobasura.info/directorio/implemental_systems.html,4.28,2.0,http://www.implementalsystems.com
Indraempresarial SL,http://www.trabajobasura.info/directorio/indraempresarial_sl.html,5.0,2.0,http://www.indraempresarial.com
Info2000,http://www.trabajobasura.info/directorio/info2000.html,5.0,2.0,
Infortas,http://www.trabajobasura.info/directorio/infortas.html,5.0,2.0,http://www.infortas.es
innopulse,http://www.trabajobasura.info/directorio/innopulse.html,3.2,2.0,http://www.innopulse.es
Innova Systems Group,http://www.trabajobasura.info/directorio/innova_systems_group.html,5.0,2.0,http://www.innovacs.es
Interdigital,http://www.trabajobasura.info/directorio/interdigital.html,3.2,2.0,http://www.interdigital.es
is-10,http://www.trabajobasura.info/directorio/is-10.html,4.9,2.0,http://www.is-10.com/index.php/es/
ISS Facility Service,http://www.trabajobasura.info/directorio/iss_facility_service.html,5.0,2.0,http://www.es.issworld.com
Itautec,http://www.trabajobasura.info/directorio/itautec.html,4.2,2.0,http://www.itautec.es
itav,http://www.trabajobasura.info/directorio/itav.html,5.0,2.0,http://www.itav.es
Kelly Services,http://www.trabajobasura.info/directorio/kelly_services.html,3.25,2.0,http://www.kellyservices.es
Krasis,http://www.trabajobasura.info/directorio/krasis.html,5.0,2.0,http://www.krasis.es
Kyocera,http://www.trabajobasura.info/directorio/kyocera.html,4.5,2.0,http://www.kyocera.es
La Muralla,http://www.trabajobasura.info/directorio/la_muralla.html,4.8,2.0,
Laida ,http://www.trabajobasura.info/directorio/laida_.html,2.8,2.0,http://www.laida.es
Lidercontrol,http://www.trabajobasura.info/directorio/lidercontrol.html,5.0,2.0,http://www.lidercontrol.es
lime-xl,http://www.trabajobasura.info/directorio/lime-xl.html,4.75,2.0,http://www.lime-xl.com
Logware,http://www.trabajobasura.info/directorio/logware.html,5.0,2.0,http://www.logware.es
Lorem Solutions,http://www.trabajobasura.info/directorio/lorem_solutions.html,5.0,2.0,http://www.loremsolutions.com/
Magirus,http://www.trabajobasura.info/directorio/magirus.html,5.0,2.0,http://www.magirus.com
Mahei Innovation,http://www.trabajobasura.info/directorio/mahei_innovation.html,5.0,2.0,http://www.mahei.es
Mango,http://www.trabajobasura.info/directorio/mango.html,5.0,2.0,http://www.mango.com
Media Consultores,http://www.trabajobasura.info/directorio/media_consultores.html,5.0,2.0,http://www.mediaconsult.es
Mediapost Spain,http://www.trabajobasura.info/directorio/mediapost_spain.html,5.0,2.0,http://www.mediapost-spain.es
Menigar Desarrollos Digitales,http://www.trabajobasura.info/directorio/menigar_desarrollos_digitales.html,5.0,2.0,http://www.menigar.com
mirame.net,http://www.trabajobasura.info/directorio/mirame.net.html,5.0,2.0,http://www.mirame.net
Mizar Soluciones,http://www.trabajobasura.info/directorio/mizar_soluciones.html,4.15,2.0,
MP Sistemas,http://www.trabajobasura.info/directorio/mp_sistemas.html,4.93,2.0,http://www.mpsistemas.es
MRinformatica,http://www.trabajobasura.info/directorio/mrinformatica.html,5.0,2.0,http://www.mrinformatica.es
Natanael,http://www.trabajobasura.info/directorio/natanael.html,2.03,2.0,http://www.natanael.es
Nechi Ingenieria,http://www.trabajobasura.info/directorio/nechi_ingenieria.html,6.8,2.0,http://www.nechiingenieria.com
Negocia Consultoria,http://www.trabajobasura.info/directorio/negocia_consultoria.html,5.0,2.0,http://www.negocia.es
Neomedia,http://www.trabajobasura.info/directorio/neomedia.html,3.3,2.0,http://www.neomedia.es
New Technologies Global Systems,http://www.trabajobasura.info/directorio/new_technologies_global_systems.html,5.0,2.0,http://www.ntgs.es
Newpoint IT consulting,http://www.trabajobasura.info/directorio/newpoint_it_consulting.html,5.0,2.0,http://www.newpoint-cs.com
nivaria innova,http://www.trabajobasura.info/directorio/nivaria_innova.html,5.0,2.0,http://www.nivaria.com
Nodalia,http://www.trabajobasura.info/directorio/nodalia.html,5.1,2.0,http://www.nodalia.es
Novatech Consulting,http://www.trabajobasura.info/directorio/novatech_consulting.html,2.5,2.0,http://www.novatech.es
NS sa,http://www.trabajobasura.info/directorio/ns_sa.html,6.25,2.0,http://www.ns-sa.com
NTR connect,http://www.trabajobasura.info/directorio/ntr_connect.html,5.0,2.0,http://www.ntrglobal.com
NTS. Navarra Tecnologia del Software,http://www.trabajobasura.info/directorio/nts._navarra_tecnologia_del_software.html,5.0,2.0,http://www.nts-solutions.com
Ocynet,http://www.trabajobasura.info/directorio/ocynet.html,3.35,2.0,http://www.ocynet.com
Omicron Software SL,http://www.trabajobasura.info/directorio/omicron_software_sl.html,5.87,2.0,http://www.omicronsl.com
One2one Mobile Marketing,http://www.trabajobasura.info/directorio/one2one_mobile_marketing.html,3.0,2.0,http://www.mobileone2one.com
optiva media,http://www.trabajobasura.info/directorio/optiva_media.html,5.0,2.0,http://www.optivamedia.com/en/
oversis,http://www.trabajobasura.info/directorio/oversis.html,4.0,2.0,http://www.oversis.es
Pedagogia Interactiva,http://www.trabajobasura.info/directorio/pedagogia_interactiva.html,4.05,2.0,http://www.pedagogiainteractiva.com
PF Sistemas,http://www.trabajobasura.info/directorio/pf_sistemas.html,3.4,2.0,http://www.pfsistemas.es
Planer,http://www.trabajobasura.info/directorio/planer.html,5.0,2.0,http://www.rhplaner.com
Plenummedia,http://www.trabajobasura.info/directorio/plenummedia.html,6.95,2.0,http://www.plenummedia.com
Power Print,http://www.trabajobasura.info/directorio/power_print.html,4.4,2.0,http://www.powerprint.es
Prodware,http://www.trabajobasura.info/directorio/prodware.html,5.0,2.0,http://www.prodware.es
Professional Training,http://www.trabajobasura.info/directorio/professional_training.html,4.15,2.0,http://www.protraining.es
Psicotec,http://www.trabajobasura.info/directorio/psicotec.html,2.6,2.0,http://www.psicotec.es
Pullmain Software,http://www.trabajobasura.info/directorio/pullmain_software.html,5.0,2.0,http://www.pullmain.es
Raona,http://www.trabajobasura.info/directorio/raona.html,4.5,2.0,http://www.raona.com
RDT ingenieros,http://www.trabajobasura.info/directorio/rdt_ingenieros.html,3.83,2.0,http://www.rdtingenieros.com
Red de Espacios Tecnologicos de Andalucia RETA,http://www.trabajobasura.info/directorio/red_de_espacios_tecnologicos_de_andalucia_reta.html,5.0,2.0,http://www.reta.es
reparalia,http://www.trabajobasura.info/directorio/reparalia.html,5.0,2.0,http://www.reparalia.es
Retecom,http://www.trabajobasura.info/directorio/retecom.html,2.77,2.0,http://www.retecomsl.com
Ruecker Lypsa,http://www.trabajobasura.info/directorio/ruecker_lypsa.html,5.0,2.0,http://www.rueckerlypsa.es
Rumbo,http://www.trabajobasura.info/directorio/rumbo.html,5.0,2.0,http://www.rumbo.es
Sabik Technology,http://www.trabajobasura.info/directorio/sabik_technology.html,5.0,2.0,
Safetools,http://www.trabajobasura.info/directorio/safetools.html,3.27,2.0,http://www.safetools.es
SAGE Aytos,http://www.trabajobasura.info/directorio/sage_aytos.html,5.0,2.0,http://www.sageaytos.es
Samelan,http://www.trabajobasura.info/directorio/samelan.html,5.0,2.0,http://www.samelan.com
sapimsa,http://www.trabajobasura.info/directorio/sapimsa.html,5.2,2.0,http://www.sapimsa.es
Sermepa,http://www.trabajobasura.info/directorio/sermepa.html,5.0,2.0,http://www.redsys.es
Servicios Generales de Gestion,http://www.trabajobasura.info/directorio/servicios_generales_de_gestion.html,2.95,2.0,
Setting Consultoria,http://www.trabajobasura.info/directorio/setting_consultoria.html,4.67,2.0,http://www.settingconsultoria.cat
Shs Consultores,http://www.trabajobasura.info/directorio/shs_consultores.html,5.0,2.0,http://www.shsconsultores.es
Sicrom,http://www.trabajobasura.info/directorio/sicrom.html,3.0,2.0,http://www.sicrom.com
Sigma Gestion Universitaria,http://www.trabajobasura.info/directorio/sigma_gestion_universitaria.html,5.47,2.0,http://www.gestionuniversitariasigma.com
SLA Consulting,http://www.trabajobasura.info/directorio/sla_consulting.html,5.0,2.0,http://www.sla-consulting.com
Softtek,http://www.trabajobasura.info/directorio/softtek.html,4.45,2.0,http://www.softtek.es
Sogeclair,http://www.trabajobasura.info/directorio/sogeclair.html,5.15,2.0,http://www.sogeclair.com
Solucions S.A.,http://www.trabajobasura.info/directorio/solucions_s.a..html,5.0,2.0,http://www.solucions.ad
Sp Grupo Sage,http://www.trabajobasura.info/directorio/sp_grupo_sage.html,3.13,2.0,http://www.sagesp.com
SPI Sociedade Portuguesa de Inovacao,http://www.trabajobasura.info/directorio/spi_sociedade_portuguesa_de_inovacao.html,3.8,2.0,http://www.spi.pt
Spotbros Technologies SL,http://www.trabajobasura.info/directorio/spotbros_technologies_sl.html,4.6,2.0,http://www.spotbros.com
Stefanini Europe,http://www.trabajobasura.info/directorio/stefanini_europe.html,4.03,2.0,http://www.stefanini.com
Stream,http://www.trabajobasura.info/directorio/stream.html,4.97,2.0,
Syntax Informatica,http://www.trabajobasura.info/directorio/syntax_informatica.html,6.95,2.0,http://www.syntax.es
T Innova,http://www.trabajobasura.info/directorio/t_innova.html,5.0,2.0,http://www.t-innova.com
